# Metrics for node-exporter
# Job: node-exporter
# Category: monitoring
# Exported at: 2025-07-02T11:09:54.004769
# Total metrics: 2478
# Unique metric types: 317

## go_gc_duration_seconds
node_scrape_collector_success{collector="fibrechannel",instance="node-exporter:9100",job="node-exporter"} 0
node_scrape_collector_success{collector="filefd",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="filesystem",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="hwmon",instance="node-exporter:9100",job="node-exporter"} 0
node_scrape_collector_success{collector="infiniband",instance="node-exporter:9100",job="node-exporter"} 0
node_scrape_collector_success{collector="ipvs",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="loadavg",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="mdadm",instance="node-exporter:9100",job="node-exporter"} 0
node_scrape_collector_success{collector="meminfo",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="netclass",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="netdev",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="netstat",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="nfs",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="nfsd",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="nvme",instance="node-exporter:9100",job="node-exporter"} 0
node_scrape_collector_success{collector="os",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="powersupplyclass",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="pressure",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="rapl",instance="node-exporter:9100",job="node-exporter"} 0
node_scrape_collector_success{collector="schedstat",instance="node-exporter:9100",job="node-exporter"} 0
node_scrape_collector_success{collector="selinux",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="sockstat",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="softnet",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="stat",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="tapestats",instance="node-exporter:9100",job="node-exporter"} 0
node_scrape_collector_success{collector="textfile",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="thermal_zone",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="time",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="timex",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="udp_queues",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="uname",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="vmstat",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="watchdog",instance="node-exporter:9100",job="node-exporter"} 0
node_scrape_collector_success{collector="xfs",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="zfs",instance="node-exporter:9100",job="node-exporter"} 0

## node_selinux_enabled
node_selinux_enabled{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_FRAG6_inuse
node_sockstat_FRAG6_inuse{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_FRAG6_memory
node_sockstat_FRAG6_memory{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_FRAG_inuse
node_sockstat_FRAG_inuse{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_FRAG_memory
node_sockstat_FRAG_memory{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_RAW6_inuse
node_sockstat_RAW6_inuse{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_RAW_inuse
node_sockstat_RAW_inuse{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_TCP6_inuse
node_sockstat_TCP6_inuse{instance="node-exporter:9100",job="node-exporter"} 2

## node_sockstat_TCP_alloc
node_sockstat_TCP_alloc{instance="node-exporter:9100",job="node-exporter"} 369

## node_sockstat_TCP_inuse
node_sockstat_TCP_inuse{instance="node-exporter:9100",job="node-exporter"} 1

## node_sockstat_TCP_mem
node_sockstat_TCP_mem{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_TCP_mem_bytes
node_sockstat_TCP_mem_bytes{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_TCP_orphan
node_sockstat_TCP_orphan{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_TCP_tw
node_sockstat_TCP_tw{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_UDP6_inuse
node_sockstat_UDP6_inuse{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_UDPLITE6_inuse
node_sockstat_UDPLITE6_inuse{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_UDPLITE_inuse
node_sockstat_UDPLITE_inuse{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_UDP_inuse
node_sockstat_UDP_inuse{instance="node-exporter:9100",job="node-exporter"} 1

## node_sockstat_UDP_mem
node_sockstat_UDP_mem{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_UDP_mem_bytes
node_sockstat_UDP_mem_bytes{instance="node-exporter:9100",job="node-exporter"} 0

## node_sockstat_sockets_used
node_sockstat_sockets_used{instance="node-exporter:9100",job="node-exporter"} 6

## node_softnet_backlog_len
node_softnet_backlog_len{cpu="0",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_backlog_len{cpu="1",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_backlog_len{cpu="2",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_backlog_len{cpu="3",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_backlog_len{cpu="4",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_backlog_len{cpu="5",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_backlog_len{cpu="6",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_backlog_len{cpu="7",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_backlog_len{cpu="8",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_backlog_len{cpu="9",instance="node-exporter:9100",job="node-exporter"} 0

## node_softnet_cpu_collision_total
node_softnet_cpu_collision_total{cpu="0",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_cpu_collision_total{cpu="1",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_cpu_collision_total{cpu="2",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_cpu_collision_total{cpu="3",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_cpu_collision_total{cpu="4",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_cpu_collision_total{cpu="5",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_cpu_collision_total{cpu="6",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_cpu_collision_total{cpu="7",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_cpu_collision_total{cpu="8",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_cpu_collision_total{cpu="9",instance="node-exporter:9100",job="node-exporter"} 0

## node_softnet_dropped_total
node_softnet_dropped_total{cpu="0",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_dropped_total{cpu="1",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_dropped_total{cpu="2",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_dropped_total{cpu="3",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_dropped_total{cpu="4",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_dropped_total{cpu="5",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_dropped_total{cpu="6",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_dropped_total{cpu="7",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_dropped_total{cpu="8",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_dropped_total{cpu="9",instance="node-exporter:9100",job="node-exporter"} 0

## node_softnet_flow_limit_count_total
node_softnet_flow_limit_count_total{cpu="0",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_flow_limit_count_total{cpu="1",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_flow_limit_count_total{cpu="2",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_flow_limit_count_total{cpu="3",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_flow_limit_count_total{cpu="4",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_flow_limit_count_total{cpu="5",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_flow_limit_count_total{cpu="6",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_flow_limit_count_total{cpu="7",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_flow_limit_count_total{cpu="8",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_flow_limit_count_total{cpu="9",instance="node-exporter:9100",job="node-exporter"} 0

## node_softnet_processed_total
node_softnet_processed_total{cpu="0",instance="node-exporter:9100",job="node-exporter"} 2029237
node_softnet_processed_total{cpu="1",instance="node-exporter:9100",job="node-exporter"} 239397
node_softnet_processed_total{cpu="2",instance="node-exporter:9100",job="node-exporter"} 231623
node_softnet_processed_total{cpu="3",instance="node-exporter:9100",job="node-exporter"} 229594
node_softnet_processed_total{cpu="4",instance="node-exporter:9100",job="node-exporter"} 231283
node_softnet_processed_total{cpu="5",instance="node-exporter:9100",job="node-exporter"} 225901
node_softnet_processed_total{cpu="6",instance="node-exporter:9100",job="node-exporter"} 223135
node_softnet_processed_total{cpu="7",instance="node-exporter:9100",job="node-exporter"} 225435
node_softnet_processed_total{cpu="8",instance="node-exporter:9100",job="node-exporter"} 228468
node_softnet_processed_total{cpu="9",instance="node-exporter:9100",job="node-exporter"} 221412

## node_softnet_received_rps_total
node_softnet_received_rps_total{cpu="0",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_received_rps_total{cpu="1",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_received_rps_total{cpu="2",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_received_rps_total{cpu="3",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_received_rps_total{cpu="4",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_received_rps_total{cpu="5",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_received_rps_total{cpu="6",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_received_rps_total{cpu="7",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_received_rps_total{cpu="8",instance="node-exporter:9100",job="node-exporter"} 0
node_softnet_received_rps_total{cpu="9",instance="node-exporter:9100",job="node-exporter"} 0

## node_softnet_times_squeezed_total
node_softnet_times_squeezed_total{cpu="0",instance="node-exporter:9100",job="node-exporter"} 2067
node_softnet_times_squeezed_total{cpu="1",instance="node-exporter:9100",job="node-exporter"} 69
node_softnet_times_squeezed_total{cpu="2",instance="node-exporter:9100",job="node-exporter"} 50
node_softnet_times_squeezed_total{cpu="3",instance="node-exporter:9100",job="node-exporter"} 51
node_softnet_times_squeezed_total{cpu="4",instance="node-exporter:9100",job="node-exporter"} 49
node_softnet_times_squeezed_total{cpu="5",instance="node-exporter:9100",job="node-exporter"} 55
node_softnet_times_squeezed_total{cpu="6",instance="node-exporter:9100",job="node-exporter"} 61
node_softnet_times_squeezed_total{cpu="7",instance="node-exporter:9100",job="node-exporter"} 60
node_softnet_times_squeezed_total{cpu="8",instance="node-exporter:9100",job="node-exporter"} 40
node_softnet_times_squeezed_total{cpu="9",instance="node-exporter:9100",job="node-exporter"} 49

## node_textfile_scrape_error
node_textfile_scrape_error{instance="node-exporter:9100",job="node-exporter"} 0

## node_time_clocksource_available_info
node_time_clocksource_available_info{clocksource="arch_sys_counter",device="0",instance="node-exporter:9100",job="node-exporter"} 1

## node_time_clocksource_current_info
node_time_clocksource_current_info{clocksource="arch_sys_counter",device="0",instance="node-exporter:9100",job="node-exporter"} 1

## node_time_seconds
node_time_seconds{instance="node-exporter:9100",job="node-exporter"} 1751434786.2514262

## node_time_zone_offset_seconds
node_time_zone_offset_seconds{instance="node-exporter:9100",job="node-exporter",time_zone="UTC"} 0

## node_timex_estimated_error_seconds
node_timex_estimated_error_seconds{instance="node-exporter:9100",job="node-exporter"} 16

## node_timex_frequency_adjustment_ratio
node_timex_frequency_adjustment_ratio{instance="node-exporter:9100",job="node-exporter"} 1

## node_timex_loop_time_constant
node_timex_loop_time_constant{instance="node-exporter:9100",job="node-exporter"} 2

## node_timex_maxerror_seconds
node_timex_maxerror_seconds{instance="node-exporter:9100",job="node-exporter"} 16

## node_timex_offset_seconds
node_timex_offset_seconds{instance="node-exporter:9100",job="node-exporter"} 0

## node_timex_pps_calibration_total
node_timex_pps_calibration_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_timex_pps_error_total
node_timex_pps_error_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_timex_pps_frequency_hertz
node_timex_pps_frequency_hertz{instance="node-exporter:9100",job="node-exporter"} 0

## node_timex_pps_jitter_seconds
